Pos,P+,Artist and Title,Days,Pk,(x?),Streams,Streams+,7Day,7Day+,Total,country_url
110,+1,Blessd - POLOS OPUESTOS REMIX - BLESSD VERSION (w/ Kris R.),656.0,3.0,(x18),58188.0,3286.0,391328.0,2503.0,74613093.0,https://kworb.net/spotify/country/co_daily.html
111,+11,Clarent - LOVE,98.0,111.0,,58132.0,4817.0,382292.0,8007.0,4914908.0,https://kworb.net/spotify/country/co_daily.html
112,-3,"Calle 24 - Que Onda (w/ Chino Pacas, Fuerza Regida)",539.0,5.0,,58116.0,2911.0,405304.0,8376.0,37363953.0,https://kworb.net/spotify/country/co_daily.html
113,-5,Bad Bunny - NO ME QUIERO CASAR,675.0,8.0,,58060.0,2499.0,388233.0,839.0,39476442.0,https://kworb.net/spotify/country/co_daily.html
114,-15,Aventura - El Perdedor,663.0,31.0,,57569.0,81.0,411964.0,-1473.0,33714282.0,https://kworb.net/spotify/country/co_daily.html
115,-9,Romeo Santos - Imitadora,908.0,27.0,,57496.0,1537.0,405392.0,499.0,33576836.0,https://kworb.net/spotify/country/co_daily.html
116,-12,Don Omar - Dile,2073.0,20.0,,57462.0,1204.0,389872.0,6746.0,88285247.0,https://kworb.net/spotify/country/co_daily.html
117,+17,"Kybba - Ba Ba Bad Remix (w/ Sean Paul, Ryan Castro, Busy Signal)",394.0,2.0,(x23),57376.0,5973.0,380906.0,7250.0,54210079.0,https://kworb.net/spotify/country/co_daily.html
118,-1,Adolescent's Orquesta - Virgen,1148.0,59.0,,57352.0,3217.0,391766.0,5571.0,42489614.0,https://kworb.net/spotify/country/co_daily.html
119,-9,"Ovy On The Drums - Q Hubo Amor (MedellÃ­n) (w/ Jere Klein, Blessd)",67.0,43.0,,57277.0,2138.0,399487.0,4565.0,4056789.0,https://kworb.net/spotify/country/co_daily.html
120,-28,KAROL G - MATADORA,4.0,43.0,,57192.0,-1755.0,254417.0,57192.0,254417.0,https://kworb.net/spotify/country/co_daily.html
121,-1,Don Omar - Hooka (w/ Plan B),1497.0,43.0,,56869.0,3110.0,378642.0,4647.0,58945953.0,https://kworb.net/spotify/country/co_daily.html
122,+11,Yan Block - 222,43.0,40.0,,56411.0,4814.0,364965.0,4733.0,2311259.0,https://kworb.net/spotify/country/co_daily.html
123,-65,ARIA VEGA - TOTOTO (+4),5.0,58.0,,56308.0,-12655.0,293710.0,56308.0,293710.0,https://kworb.net/spotify/country/co_daily.html
124,-12,Bad Bunny - EoO,568.0,6.0,,56052.0,1356.0,378741.0,368.0,54107487.0,https://kworb.net/spotify/country/co_daily.html
125,-1,"Alex Rose - Toda - Remix (w/ Rauw Alejandro, Lenny TavÃ¡rez, Cazzu, Lyanno)",36.0,78.0,,55784.0,2624.0,389502.0,55784.0,599016.0,https://kworb.net/spotify/country/co_daily.html
126,-10,Don Omar - RX (w/ Kendo Kapponi),844.0,40.0,,55671.0,1488.0,381206.0,2539.0,46070503.0,https://kworb.net/spotify/country/co_daily.html
127,-6,Yan Block - Yo sÃ© (w/ TORRRES),575.0,35.0,,55520.0,2077.0,373759.0,34.0,38916542.0,https://kworb.net/spotify/country/co_daily.html
128,+3,"Bad Bunny - VeLDÃ (w/ Omar Courtz, Dei V)",567.0,3.0,(x1),55111.0,3215.0,369739.0,2381.0,57747362.0,https://kworb.net/spotify/country/co_daily.html
129,+16,ROA - PPC (w/ Hades66),295.0,53.0,,55054.0,5820.0,342099.0,7216.0,16642304.0,https://kworb.net/spotify/country/co_daily.html
130,+27,"Anuel AA - Sola (Remix) (w/ Daddy Yankee, Zion & Lennox, Farruko, Wisin)",1737.0,5.0,,54752.0,7001.0,337370.0,5044.0,52024778.0,https://kworb.net/spotify/country/co_daily.html
131,-6,La Mosca - Para No Verte MÃ¡s,399.0,90.0,,54637.0,1503.0,382335.0,1979.0,12674393.0,https://kworb.net/spotify/country/co_daily.html
132,+15,Tego CalderÃ³n - Pa' Que Retozen,1986.0,15.0,,54525.0,5545.0,348452.0,5381.0,97382713.0,https://kworb.net/spotify/country/co_daily.html
133,-14,Kris R. - Las Piponas (Remix) (w/ Blessd),664.0,2.0,(x3),54295.0,529.0,386332.0,-1506.0,65680378.0,https://kworb.net/spotify/country/co_daily.html
134,-5,ArcÃ¡ngel - Pa' Que La Pases Bien,1295.0,19.0,,54286.0,2342.0,366947.0,773.0,70459873.0,https://kworb.net/spotify/country/co_daily.html
135,-17,Victor Valverde - El Mayor De Los Ranas (w/ JR Torres),464.0,42.0,,53871.0,-199.0,394681.0,917.0,28305229.0,https://kworb.net/spotify/country/co_daily.html
136,-29,Yeison Jimenez - El Mejor - Remix (w/ ChayÃ­n Rubio),199.0,6.0,,53549.0,-2253.0,419168.0,949.0,17084237.0,https://kworb.net/spotify/country/co_daily.html
137,+1,"Marc SeguÃ­ - Tiroteo - Remix (w/ Rauw Alejandro, Pol Granch)",559.0,20.0,,53094.0,2561.0,351559.0,5209.0,17711902.0,https://kworb.net/spotify/country/co_daily.html
138,+2,Romeo Santos - Dardos (w/ Prince Royce),198.0,67.0,,52999.0,2571.0,382073.0,5806.0,11276754.0,https://kworb.net/spotify/country/co_daily.html
139,-4,La Factoria - PerdÃ³name (w/ Eddy Lover),403.0,84.0,,52884.0,1767.0,373532.0,-2335.0,20030595.0,https://kworb.net/spotify/country/co_daily.html
140,-1,Yan Block - Talento (w/ Panda Black),223.0,52.0,,52643.0,2196.0,357573.0,3543.0,13774829.0,https://kworb.net/spotify/country/co_daily.html
141,-14,"W Sound - Soltera - W Sound 01 (w/ Blessd, Ovy On The Drums)",721.0,1.0,(x31),52462.0,338.0,376480.0,-2668.0,101374505.0,https://kworb.net/spotify/country/co_daily.html
142,-12,"Blessd - COMO OREO (w/ Fuerza Regida, Ovy On The Drums)",334.0,1.0,(x70),52420.0,492.0,361557.0,520.0,50134413.0,https://kworb.net/spotify/country/co_daily.html
143,-6,BTS - NORMAL,48.0,18.0,,52406.0,1522.0,464954.0,-23007.0,3676623.0,https://kworb.net/spotify/country/co_daily.html
144,-2,ArcÃ¡ngel - Me Prefieres A Mi,976.0,37.0,,52117.0,2603.0,355537.0,-3330.0,52702406.0,https://kworb.net/spotify/country/co_daily.html
145,+46,J Alvarez - La Pregunta,296.0,91.0,,51446.0,6678.0,286940.0,6305.0,10054719.0,https://kworb.net/spotify/country/co_daily.html
146,+14,BeÃ©le - si te pillara,434.0,6.0,,51356.0,4148.0,344461.0,-1744.0,50143644.0,https://kworb.net/spotify/country/co_daily.html
147,+3,Yan Block - 111,375.0,44.0,,51303.0,3002.0,291929.0,3876.0,20698322.0,https://kworb.net/spotify/country/co_daily.html
148,+4,CarÃ­n LeÃ³n - Primera Cita,1036.0,6.0,,51297.0,3309.0,342342.0,242.0,78780396.0,https://kworb.net/spotify/country/co_daily.html
149,-13,Lalo Rodriguez - Ven DevÃ³rame Otra Vez,791.0,51.0,,51120.0,188.0,373015.0,2847.0,35581742.0,https://kworb.net/spotify/country/co_daily.html
150,-4,"Kris R. - GANAS REMIX (w/ Ryan Castro, De La Rose, Cris MJ)",61.0,4.0,,50810.0,1706.0,362095.0,-1012.0,4861756.0,https://kworb.net/spotify/country/co_daily.html
151,-2,Ele A El Dominio - Hace Mucho Tiempo,713.0,48.0,,50711.0,2342.0,348444.0,-1657.0,37745022.0,https://kworb.net/spotify/country/co_daily.html
152,-11,Fresto Music - Me Hace DaÃ±o Verte,1416.0,19.0,,50697.0,1075.0,382700.0,-6704.0,72006021.0,https://kworb.net/spotify/country/co_daily.html
153,+27,Kris R. - MIL D AURA,164.0,14.0,,50576.0,4551.0,349107.0,3208.0,11681899.0,https://kworb.net/spotify/country/co_daily.html
154,+17,Anuel AA - TÃº No Lo Amas,49.0,81.0,,50543.0,3926.0,344963.0,707.0,2053566.0,https://kworb.net/spotify/country/co_daily.html
155,+12,Romeo Santos - Propuesta Indecente,1203.0,4.0,,50395.0,3718.0,345292.0,50395.0,18775133.0,https://kworb.net/spotify/country/co_daily.html
156,-24,Hades66 - Emociones,563.0,37.0,,50348.0,-1426.0,353063.0,1443.0,28267148.0,https://kworb.net/spotify/country/co_daily.html
157,-1,ROA - FANTASÃA,399.0,61.0,,50346.0,2592.0,347140.0,-2867.0,21883533.0,https://kworb.net/spotify/country/co_daily.html
158,-14,Yeison Jimenez - MLP,239.0,3.0,(x1),50338.0,919.0,390168.0,1244.0,18553574.0,https://kworb.net/spotify/country/co_daily.html
159,-5,Bad Bunny - KLOuFRENS,521.0,13.0,,50111.0,2268.0,249362.0,3617.0,39455023.0,https://kworb.net/spotify/country/co_daily.html
160,+32,"JHAYCO - No Me Conoce - Remix (w/ J Balvin, Bad Bunny)",975.0,61.0,,50042.0,5331.0,235908.0,2442.0,40630253.0,https://kworb.net/spotify/country/co_daily.html
161,+13,Don Omar - Dutty Love (w/ NATTI NATASHA),273.0,63.0,,49917.0,3559.0,300718.0,49917.0,8621530.0,https://kworb.net/spotify/country/co_daily.html
162,+8,Reboll333 - La Oveja Negra (w/ High Galaxy Music),3.0,162.0,,49665.0,3039.0,136741.0,49665.0,136741.0,https://kworb.net/spotify/country/co_daily.html
163,+3,Mon Laferte - Tu Falta De Querer,427.0,67.0,,49537.0,2841.0,285457.0,5647.0,18999070.0,https://kworb.net/spotify/country/co_daily.html
164,+15,Los Dareyes De La Sierra - Frecuencia,140.0,75.0,,49515.0,3372.0,334218.0,49515.0,7559025.0,https://kworb.net/spotify/country/co_daily.html
165,+23,"Farruko - YAPAQUE (w/ Greeicy, Steve Aoki)",33.0,88.0,,49374.0,4277.0,94471.0,49374.0,1739501.0,https://kworb.net/spotify/country/co_daily.html
166,+31,La CombinaciÃ³n Vallenata - Ayer Y Hoy (w/ Jean Carlos Centeno),347.0,30.0,,49339.0,5018.0,257631.0,3657.0,21267963.0,https://kworb.net/spotify/country/co_daily.html
167,-19,Aventura - Dile al Amor,737.0,55.0,,49334.0,423.0,353272.0,-2432.0,33664854.0,https://kworb.net/spotify/country/co_daily.html
168,-3,Blessd - DIOMEDEZ (w/ GeezyDee),275.0,1.0,(x3),49294.0,2530.0,245229.0,102.0,27303035.0,https://kworb.net/spotify/country/co_daily.html
169,RE,Grupo Niche - Sin Sentimientos,898.0,59.0,,49220.0,,299590.0,3341.0,25393071.0,https://kworb.net/spotify/country/co_daily.html
170,-6,Omar Courtz - â LUCES DE COLORES,160.0,96.0,,49176.0,2211.0,333170.0,3128.0,8259593.0,https://kworb.net/spotify/country/co_daily.html
171,+5,Peso Pluma - NUEVA VIDA,138.0,95.0,,49093.0,2859.0,335456.0,49093.0,5413465.0,https://kworb.net/spotify/country/co_daily.html
172,-9,Ãejo & Dalmata - Pasarela,1594.0,44.0,,48946.0,1890.0,347352.0,-726.0,46605018.0,https://kworb.net/spotify/country/co_daily.html
173,+10,Jesp7Tearz - Street Poem,3.0,173.0,,48690.0,2897.0,144405.0,48690.0,144405.0,https://kworb.net/spotify/country/co_daily.html
174,+4,"Alex Rose - Darte Remix (w/ Casper Magico, Miky Woodz, Myke Towers, JHAYCO, Ãengo Flow, Bryant Myers, Juhn, Noriel)",35.0,114.0,,48632.0,2466.0,289944.0,-3507.0,1690264.0,https://kworb.net/spotify/country/co_daily.html
175,+6,Young Miko - BnB (w/ Clarent),3.0,175.0,,48631.0,2626.0,142394.0,48631.0,142394.0,https://kworb.net/spotify/country/co_daily.html
176,+9,Cosculluela - Te Busco (w/ Nicky Jam),1084.0,2.0,(x13),48615.0,3228.0,142694.0,48615.0,29692053.0,https://kworb.net/spotify/country/co_daily.html
177,RE,Zion & Lennox - La Player (Bandolera),1372.0,2.0,(x29),48582.0,,246968.0,2830.0,46380172.0,https://kworb.net/spotify/country/co_daily.html
178,-19,Ãengo Flow - Baby Lover,2.0,159.0,,48341.0,1071.0,95611.0,48341.0,95611.0,https://kworb.net/spotify/country/co_daily.html
179,-17,Grupo Firme - QuÃ© Onda Perdida (w/ Gerardo Coronel),345.0,54.0,,48235.0,1169.0,357619.0,4793.0,16169994.0,https://kworb.net/spotify/country/co_daily.html
180,+4,Omar Courtz - WO OH OH (w/ ROA),122.0,51.0,,48224.0,2750.0,240518.0,4187.0,7019324.0,https://kworb.net/spotify/country/co_daily.html
181,-30,Yeison Jimenez - Por QuÃ© la Envidia,290.0,2.0,(x2),48068.0,-198.0,265737.0,48068.0,24100511.0,https://kworb.net/spotify/country/co_daily.html
182,-5,Frankie Ruiz - DeseÃ¡ndote,1235.0,66.0,,48009.0,1826.0,360729.0,-657.0,46488066.0,https://kworb.net/spotify/country/co_daily.html
183,-15,KAROL G - AMARGURA,1128.0,2.0,(x5),47744.0,1109.0,284016.0,47744.0,117076149.0,https://kworb.net/spotify/country/co_daily.html
184,+2,"Emyl Rusev - AsÃ­ de Rico (Va uno a ver y ve Remizzz) (w/ Juliana, Juan Duque)",43.0,7.0,,47723.0,2416.0,340176.0,-3746.0,3474740.0,https://kworb.net/spotify/country/co_daily.html
185,-32,Yiyo Sarante - Manos de Tijera,699.0,50.0,,47662.0,-271.0,352644.0,-8351.0,33798885.0,https://kworb.net/spotify/country/co_daily.html
186,-17,Bad Bunny - NUEVAYoL,541.0,1.0,(x1),47639.0,1007.0,332049.0,1739.0,44805619.0,https://kworb.net/spotify/country/co_daily.html
187,-5,Feid - Normal,1192.0,1.0,(x6),47366.0,1520.0,238459.0,3987.0,125831393.0,https://kworb.net/spotify/country/co_daily.html
188,+7,"Blessd - MAS QUE AMIGOS (w/ Hades66, Blackinny, Young Fatty)",365.0,40.0,,47278.0,2814.0,277950.0,47278.0,22536037.0,https://kworb.net/spotify/country/co_daily.html
189,-17,Banda Los Recoditos - Mi Ãltimo Deseo,125.0,43.0,,47228.0,656.0,345520.0,277.0,6676865.0,https://kworb.net/spotify/country/co_daily.html
190,-17,Milo j - NiÃ±o,299.0,63.0,,47104.0,640.0,281522.0,332.0,17820869.0,https://kworb.net/spotify/country/co_daily.html
191,RE,Don Omar - Salio El Sol,344.0,108.0,,47104.0,,47104.0,47104.0,13907352.0,https://kworb.net/spotify/country/co_daily.html
192,+4,KAROL G - Ivonny Bonita,303.0,7.0,,47023.0,2649.0,91397.0,3728.0,23760545.0,https://kworb.net/spotify/country/co_daily.html
193,-50,Alzate - Mi Venganza (w/ Yeison Jimenez),465.0,4.0,,46865.0,-2561.0,326418.0,46865.0,16898036.0,https://kworb.net/spotify/country/co_daily.html
194,-1,Omar Courtz - FOREVER TU GANTEL (w/ Ãengo Flow),122.0,12.0,,46806.0,2266.0,189978.0,2610.0,9500193.0,https://kworb.net/spotify/country/co_daily.html
195,-5,Manuel Turizo - La Bachata,1288.0,2.0,(x21),46757.0,1904.0,326563.0,-567.0,126086490.0,https://kworb.net/spotify/country/co_daily.html
196,-2,J Balvin - Rio,133.0,35.0,,46352.0,1860.0,285668.0,46352.0,8069289.0,https://kworb.net/spotify/country/co_daily.html
197,-8,El De Las R's - Beretta (De Los Cerros La Escuela),21.0,158.0,,45962.0,947.0,324911.0,1968.0,957669.0,https://kworb.net/spotify/country/co_daily.html
198,RE,Omar Courtz - Q U E V A S H A C E R H O Y ? (w/ De La Rose),389.0,6.0,,45925.0,,45925.0,45925.0,27912463.0,https://kworb.net/spotify/country/co_daily.html
199,RE,Feid - Ferxxo 100,1198.0,3.0,(x2),45924.0,,45924.0,45924.0,108507158.0,https://kworb.net/spotify/country/co_daily.html
200,RE,ArcÃ¡ngel - Por Amar A Ciegas,202.0,22.0,,45776.0,,144051.0,514.0,12348232.0,https://kworb.net/spotify/country/co_daily.html
1,=,Mauvais djo - PilÃ©,166.0,1.0,(x40),421423.0,-6700.0,3096876.0,-19639.0,40157684.0,https://kworb.net/spotify/country/fr_daily.html
2,=,Aya Nakamura - Sexy Nana (w/ La Rvfleuze),82.0,1.0,(x24),399927.0,9341.0,2770662.0,10647.0,33425326.0,https://kworb.net/spotify/country/fr_daily.html
3,=,Shakira - Dai Dai (w/ Burna Boy),68.0,2.0,(x9),367789.0,-369.0,2783318.0,-48852.0,16736289.0,https://kworb.net/spotify/country/fr_daily.html
4,=,Mauvais djo - Maladie,112.0,3.0,(x3),348423.0,141.0,2487617.0,-9527.0,25131291.0,https://kworb.net/spotify/country/fr_daily.html
5,=,PLK - Pocahontas,138.0,1.0,(x61),294515.0,1587.0,2118358.0,-10336.0,52244681.0,https://kworb.net/spotify/country/fr_daily.html
6,+1,Gambi - RENÃ CAOVILLA,117.0,4.0,,264955.0,7212.0,1837152.0,-5455.0,31990985.0,https://kworb.net/spotify/country/fr_daily.html
7,-1,disiz - melodrama (w/ Theodora),306.0,1.0,(x158),261902.0,-4921.0,1872183.0,-7560.0,144330824.0,https://kworb.net/spotify/country/fr_daily.html
8,=,Leto - Pineapple,110.0,2.0,(x6),243585.0,2598.0,1726009.0,-12088.0,32110270.0,https://kworb.net/spotify/country/fr_daily.html
9,=,HUGEL - Jamaican (Bam Bam) (w/ SOLTO (FR)),145.0,9.0,,222186.0,10659.0,1537735.0,4858.0,22254518.0,https://kworb.net/spotify/country/fr_daily.html
10,=,Bello&Dallas - SÃ©minaire,51.0,10.0,,204666.0,2882.0,1379879.0,3960.0,8649577.0,https://kworb.net/spotify/country/fr_daily.html
11,+1,Bad Bunny - NUEVAYoL,484.0,5.0,,193113.0,3287.0,1423829.0,-11090.0,66487658.0,https://kworb.net/spotify/country/fr_daily.html
12,-1,RnBoi - ELLE VOULAIT,124.0,1.0,(x1),192159.0,839.0,1363708.0,-9300.0,33908233.0,https://kworb.net/spotify/country/fr_daily.html
13,=,kulturr - mÃ©li-mÃ©lo,134.0,7.0,,187351.0,-610.0,1330466.0,-11245.0,27138821.0,https://kworb.net/spotify/country/fr_daily.html
14,=,Nono La Grinta - LOVE YOU,289.0,2.0,(x2),167063.0,-2417.0,1186311.0,1812.0,87230058.0,https://kworb.net/spotify/country/fr_daily.html
15,+2,"TRIANGLE DES BERMUDES - Ã l'aise (w/ L2B, MC YOSHI, Mauvais djo, Kokosvoice)",114.0,9.0,,166719.0,3998.0,1167231.0,-876.0,19636518.0,https://kworb.net/spotify/country/fr_daily.html
16,=,GIMS - Soleil,117.0,13.0,,165126.0,1382.0,1173543.0,-2548.0,17224207.0,https://kworb.net/spotify/country/fr_daily.html
17,-2,Jul - Parfum quartier,324.0,11.0,,162467.0,-3594.0,1159095.0,-7940.0,31499124.0,https://kworb.net/spotify/country/fr_daily.html
18,+2,Tiakola - MÃ©lo DÃ©calÃ©,47.0,13.0,,160994.0,8528.0,1049151.0,18182.0,7165334.0,https://kworb.net/spotify/country/fr_daily.html
19,-1,Nono La Grinta - Paris,482.0,1.0,(x6),158834.0,-1878.0,1107875.0,5259.0,105262548.0,https://kworb.net/spotify/country/fr_daily.html
20,-1,RnBoi - MON BÃBÃ,278.0,1.0,(x3),156639.0,-1303.0,1136047.0,-6497.0,101093754.0,https://kworb.net/spotify/country/fr_daily.html
21,+1,Meryl - Coco Chanel (w/ Eva),243.0,16.0,,155559.0,6115.0,1111523.0,12119.0,33418947.0,https://kworb.net/spotify/country/fr_daily.html
22,-1,GIMS - SPA (w/ Theodora),194.0,4.0,,154916.0,3158.0,1108801.0,6860.0,41755902.0,https://kworb.net/spotify/country/fr_daily.html
23,=,Timal - Sicario,33.0,23.0,,154260.0,4979.0,954134.0,38782.0,3344148.0,https://kworb.net/spotify/country/fr_daily.html
24,+1,"TRIANGLE DES BERMUDES - Balek (w/ Aya Nakamura, MC YOSHI, Mauvais djo, Kokosvoice)",113.0,19.0,,152608.0,8470.0,1042425.0,911.0,16556574.0,https://kworb.net/spotify/country/fr_daily.html
25,-1,Temper City - Self Aware,91.0,17.0,,151173.0,3616.0,1033568.0,-15860.0,10906621.0,https://kworb.net/spotify/country/fr_daily.html
26,=,Tame Impala - Dracula - JENNIE Remix (w/ JENNIE),147.0,17.0,,145638.0,5029.0,1038694.0,-10935.0,21440728.0,https://kworb.net/spotify/country/fr_daily.html
27,=,Dominic Fike - Babydoll,178.0,15.0,,140814.0,1526.0,991742.0,-1943.0,27091273.0,https://kworb.net/spotify/country/fr_daily.html
28,+1,"TRIANGLE DES BERMUDES - Mopao aye (w/ MC YOSHI, Mauvais djo, Kokosvoice)",58.0,27.0,,135081.0,410.0,948649.0,6699.0,7177109.0,https://kworb.net/spotify/country/fr_daily.html
29,-1,Rambo goyard - B.M.S (by my side),201.0,2.0,(x17),134352.0,-1448.0,949218.0,-7265.0,54861044.0,https://kworb.net/spotify/country/fr_daily.html
30,+2,ANOTR - Talk To You (ft. 54 Ultra),47.0,25.0,,133514.0,3949.0,930587.0,2822.0,5808740.0,https://kworb.net/spotify/country/fr_daily.html
31,+4,NaÃ¯ka - ONE TRACK MIND,154.0,24.0,,133027.0,6420.0,932390.0,-89.0,15809019.0,https://kworb.net/spotify/country/fr_daily.html
32,+1,Bilouki - Full,105.0,31.0,,132413.0,3910.0,902722.0,4600.0,11397361.0,https://kworb.net/spotify/country/fr_daily.html
33,-3,Michael Jackson - Billie Jean,181.0,4.0,,131400.0,1466.0,937545.0,3973.0,23016510.0,https://kworb.net/spotify/country/fr_daily.html
34,+3,"Werenoi - Jalouse (w/ SDM, Vacra)",167.0,8.0,,128268.0,3759.0,872721.0,737.0,16524436.0,https://kworb.net/spotify/country/fr_daily.html
35,-4,La Rvfleuze - PARLU,124.0,4.0,,127943.0,-1947.0,910438.0,-4121.0,22106547.0,https://kworb.net/spotify/country/fr_daily.html
36,-2,RnBoi - AVEC MOI (w/ Nono La Grinta),194.0,4.0,,126303.0,-1196.0,902494.0,4686.0,45217200.0,https://kworb.net/spotify/country/fr_daily.html
37,-1,Guy2Bezbar - Je pense Ã toi,116.0,33.0,,123253.0,-1302.0,861899.0,13672.0,8902615.0,https://kworb.net/spotify/country/fr_daily.html
38,=,Ninho - La vie qu'on mÃ¨ne,2686.0,2.0,(x1),120716.0,-2485.0,885354.0,3093.0,285572343.0,https://kworb.net/spotify/country/fr_daily.html
39,+7,RAYE - WHERE IS MY HUSBAND!,313.0,12.0,,119030.0,5439.0,846019.0,-3463.0,44329183.0,https://kworb.net/spotify/country/fr_daily.html
40,+2,Werenoi - Chemin d'or,1217.0,4.0,,118566.0,297.0,833634.0,4276.0,136813822.0,https://kworb.net/spotify/country/fr_daily.html
41,-1,Don Miguelo - Y Que Fue?,131.0,29.0,,118088.0,-1570.0,886764.0,-6748.0,10928633.0,https://kworb.net/spotify/country/fr_daily.html
42,-3,PLK - Sex Model (w/ Theodora),159.0,3.0,(x5),117093.0,-3162.0,843498.0,1380.0,31083463.0,https://kworb.net/spotify/country/fr_daily.html
43,-2,La Rvfleuze - Argent Sale - A COLORS SHOW (w/ COLORS),163.0,4.0,,116537.0,-2433.0,828372.0,-846.0,29545646.0,https://kworb.net/spotify/country/fr_daily.html
44,=,Theodora - Miss Kitoko,138.0,13.0,,116356.0,1558.0,831409.0,-2967.0,21186360.0,https://kworb.net/spotify/country/fr_daily.html
45,-2,R2 - RUINART,407.0,1.0,(x14),114738.0,-893.0,824549.0,-3411.0,101446096.0,https://kworb.net/spotify/country/fr_daily.html
46,+1,La Rvfleuze - Serrure #5,348.0,5.0,,113968.0,1497.0,769646.0,-2926.0,51067971.0,https://kworb.net/spotify/country/fr_daily.html
47,-2,Tayc - RÃ©anymÃ© (w/ Anyme023),33.0,14.0,,112109.0,-1728.0,807891.0,-6928.0,3911221.0,https://kworb.net/spotify/country/fr_daily.html
48,+2,Aya Nakamura - La pÃ©tasse,58.0,28.0,,111002.0,2736.0,735482.0,13051.0,5677056.0,https://kworb.net/spotify/country/fr_daily.html
49,=,GIMS - VIVE LA MONNAIE (w/ Mauvais djo),12.0,23.0,,109933.0,1033.0,797601.0,1432.0,1345953.0,https://kworb.net/spotify/country/fr_daily.html
50,+6,Werenoi - PÃ©tunias,663.0,2.0,(x2),109634.0,8298.0,740262.0,8960.0,95429522.0,https://kworb.net/spotify/country/fr_daily.html
51,+3,Oria - SoirÃ©e mondaine,121.0,48.0,,109153.0,4598.0,746761.0,3322.0,11392163.0,https://kworb.net/spotify/country/fr_daily.html
52,-4,PNL - Menace,130.0,8.0,,108986.0,-165.0,699386.0,17078.0,12771333.0,https://kworb.net/spotify/country/fr_daily.html
53,+6,"HUGEL - Movin' To The Sun (w/ Imael Angel, Ultra NatÃ©)",25.0,51.0,,108618.0,8842.0,732235.0,9512.0,2296757.0,https://kworb.net/spotify/country/fr_daily.html
54,-3,GIMS - PARISIENNE (w/ La Mano 1.9),362.0,1.0,(x50),106002.0,-1591.0,772205.0,-1405.0,110888320.0,https://kworb.net/spotify/country/fr_daily.html
55,-2,Bad Bunny - DtMF,557.0,1.0,(x4),105809.0,633.0,777665.0,-6975.0,78128841.0,https://kworb.net/spotify/country/fr_daily.html
